"year","forecast_origin_id","week","forecast_step","dep_var","fit","lwr","upr","model","Prior","n_ahead","last_obs_id","Detected","total_vol"
2017,9,13,4,"total_vol",636,51.910998858838,1220.08900114116,"sarima","none",4,52,1,609
2017,10,11,1,"total_vol",572,293.501139472165,850.498860527835,"sarima","none",4,52,14,1000
2017,10,12,2,"total_vol",572,178.143134336082,965.856865663918,"sarima","none",4,52,8,749
2017,10,13,3,"total_vol",572,89.6258237157507,1054.37417628425,"sarima","none",4,52,1,609
2017,10,14,4,"total_vol",572,15.0022789443293,1128.99772105567,"sarima","none",4,52,54,1324
2017,11,12,1,"total_vol",1000,625.6007037336,1374.3992962664,"sarima","none",4,52,8,749
2017,11,13,2,"total_vol",1000,470.519437477114,1529.48056252289,"sarima","none",4,52,1,609
2017,11,14,3,"total_vol",1000,351.521396548562,1648.47860345144,"sarima","none",4,52,54,1324
2017,11,15,4,"total_vol",1000,251.2014074672,1748.7985925328,"sarima","none",4,52,39,885
2017,12,13,1,"total_vol",1082.62687953122,813.147646417684,1352.10611264476,"sarima","none",4,52,1,609
2017,12,14,2,"total_vol",961.428640596425,685.387303837607,1237.46997735524,"sarima","none",4,52,54,1324
2017,12,15,3,"total_vol",1194.07299020888,839.252544364049,1548.89343605371,"sarima","none",4,52,39,885
2017,12,16,4,"total_vol",1151.43663876398,783.847297406335,1519.02598012162,"sarima","none",4,52,0,0
2017,13,14,1,"total_vol",609,230.509943933363,987.490056066637,"sarima","none",4,52,54,1324
2017,13,15,2,"total_vol",609,73.7342294872088,1144.26577051279,"sarima","none",4,52,39,885
2017,13,16,3,"total_vol",609,0,1264.56400726701,"sarima","none",4,52,0,0
2017,13,17,4,"total_vol",609,0,1365.98011213327,"sarima","none",4,52,0,0
2017,14,15,1,"total_vol",1324,791.740198189379,1856.25980181062,"sarima","none",4,52,39,885
2017,14,16,2,"total_vol",1324,571.270969573404,2076.7290304266,"sarima","none",4,52,0,0
2017,14,17,3,"total_vol",1324,402.098980437463,2245.90101956254,"sarima","none",4,52,0,0
2017,14,18,4,"total_vol",1324,259.480396378757,2388.51960362124,"sarima","none",4,52,156,1673
2017,15,16,1,"total_vol",1317.70307984088,873.031825938239,1762.37433374352,"sarima","none",4,52,0,0
2017,15,17,2,"total_vol",1145.35671482337,680.345682020523,1610.36774762621,"sarima","none",4,52,0,0
2017,15,18,3,"total_vol",1392.97540349165,810.811496236099,1975.1393107472,"sarima","none",4,52,156,1673
2017,15,19,4,"total_vol",1349.09618597048,733.027602277681,1965.16476966328,"sarima","none",4,52,309,2381
2017,16,17,1,"total_vol",0,0,703.892171018943,"sarima","none",4,52,0,0
2017,16,18,2,"total_vol",0,0,995.453854703231,"sarima","none",4,52,156,1673
2017,16,19,3,"total_vol",0,0,1219.17700325477,"sarima","none",4,52,309,2381
2017,16,20,4,"total_vol",0,0,1407.78434203789,"sarima","none",4,52,0,214
2017,17,18,1,"total_vol",0,0,655.835771795082,"sarima","none",4,52,156,1673
2017,17,19,2,"total_vol",0,0,841.222935048501,"sarima","none",4,52,309,2381
2017,17,20,3,"total_vol",0,0,941.666554525032,"sarima","none",4,52,0,214
2017,17,21,4,"total_vol",0,0,1001.14297753387,"sarima","none",4,52,0,399
2017,18,19,1,"total_vol",1673,638.764467550663,2707.23553244934,"sarima","none",4,52,309,2381
2017,18,20,2,"total_vol",1673,210.370083321988,3135.62991667801,"sarima","none",4,52,0,214
2017,18,21,3,"total_vol",1673,0,3464.3484891953,"sarima","none",4,52,0,399
2017,18,22,4,"total_vol",1673,0,3741.47106489867,"sarima","none",4,52,0,504
2017,19,20,1,"total_vol",2381,1324.02532522273,3437.97467477727,"sarima","none",4,52,0,214
2017,19,21,2,"total_vol",2381,886.212079845089,3875.78792015491,"sarima","none",4,52,0,399
2017,19,22,3,"total_vol",2381,550.266160972172,4211.73383902783,"sarima","none",4,52,0,504
2017,19,23,4,"total_vol",2381,267.050650445453,4494.94934955455,"sarima","none",4,52,538,2837
2017,20,21,1,"total_vol",620.2,0,1805.4561945894,"sarima","none",4,52,0,399
2017,20,22,2,"total_vol",620.2,0,1805.4561945894,"sarima","none",4,52,0,504
2017,20,23,3,"total_vol",620.2,0,1805.4561945894,"sarima","none",4,52,538,2837
2017,20,24,4,"total_vol",620.2,0,1805.4561945894,"sarima","none",4,52,320,2379
2017,21,22,1,"total_vol",609.666666666667,0,1768.77888344519,"sarima","none",4,52,0,504
2017,21,23,2,"total_vol",609.666666666667,0,1768.77888344519,"sarima","none",4,52,538,2837
2017,21,24,3,"total_vol",609.666666666667,0,1768.77888344519,"sarima","none",4,52,320,2379
2017,21,25,4,"total_vol",609.666666666667,0,1768.77888344519,"sarima","none",4,52,421,2260
2017,22,23,1,"total_vol",72.0419314324413,0,1069.48305638107,"sarima","none",4,52,538,2837
2017,22,24,2,"total_vol",570.216081694311,0,1867.84242756473,"sarima","none",4,52,320,2379
2017,22,25,3,"total_vol",570.216081694311,0,1867.84242756473,"sarima","none",4,52,421,2260
2017,22,26,4,"total_vol",570.216081694311,0,1867.84242756473,"sarima","none",4,52,256,1698
2017,23,24,1,"total_vol",2837,1196.17090626048,4477.82909373952,"sarima","none",4,52,320,2379
2017,23,25,2,"total_vol",2837,516.517242097214,5157.48275790279,"sarima","none",4,52,421,2260
2017,23,26,3,"total_vol",2837,0,5678.99935689405,"sarima","none",4,52,256,1698
2017,23,27,4,"total_vol",2837,0,6118.65818747904,"sarima","none",4,52,334,2128
2017,24,25,1,"total_vol",2379,763.358489302705,3994.64151069729,"sarima","none",4,52,421,2260
2017,24,26,2,"total_vol",2379,94.1378636389304,4663.86213636107,"sarima","none",4,52,256,1698
2017,24,27,3,"total_vol",2379,0,5177.37318334505,"sarima","none",4,52,334,2128
2017,24,28,4,"total_vol",2379,0,5610.28302139459,"sarima","none",4,52,514,2960
2017,25,26,1,"total_vol",2260,677.659418332697,3842.3405816673,"sarima","none",4,52,256,1698
2017,25,27,2,"total_vol",2260,22.2324891127678,4497.76751088723,"sarima","none",4,52,334,2128
2017,25,28,3,"total_vol",2260,0,5000.69428232586,"sarima","none",4,52,514,2960
2017,25,29,4,"total_vol",2260,0,5424.68116333461,"sarima","none",4,52,583,3168
